74 0,067 686 64 0,024 708 05 0,000 000 000 000 0,732 58 0,267 42
675 0,063 600 00 0,023 200 00 0,000 000 000 000 0,732 72 0,267 28 0,000 00
76 0,059 806 85 0,021 800 77 0,000 000 000 000 0,732 86 0,267 14
77 0,056 282 16 0,020 501 12 0,000 000 000 000 0,733 00 0,267 00
78 0,052 971 04 0,019 281 08 0,000 000 000 000 0,733 14 0,266 86
79 0,049 818 61 0,018 120 69 0,000 000 000 000 0,733 28 0,266 72
680 0,046 770 00 0,017 000 00 0,000 000 000 000 0,733 42 0,266 58
81 0,043 784 05 0,015 903 79 0,000 000 000 000 0,733 55 0,266 45
82 0,040 875 36 0,014 837 18 0,000 000 000 000 0,733 68 0,266 32
83 0,038 072 64 0,013 810 68 0,000 000 000 000 0,733 81 0,266 19
84 0,035 404 61 0,012 834 78 0,000 000 000 000 0,733 94 0,266 06
685 0,032 900 00 0,011 920 00 0,000 000 000 000 0,734 05 0,265 95
86 0,030 564 19 0,011 068 31 0,000 000 000 000 0,734 14 0,265 86
87 0,028 380 56 0,010 273 39 0,000 000 000 000 0,734 22 0,265 78
88 0,026 344 84 0,009 533 311 0,000 000 000 000 0,734 29 0,265 71
89 0,024 452 75 0,008 846 157 0,000 000 000 000 0,734 34 0,265 66
690 0,022 700 00 0,008 210 000 0,000 000 000 000 0,734 39 0,265 61
91 0,021 084 29 0,007 623 781 0,000 000 000 000 0,734 44 0,265 56
92 0,019 599 88 0,007 085 424 0,000 000 000 000 0,734 48 0,265 52
93 0,018 237 32 0,006 591 476 0,000 000 000 000 0,734 52 0,265 48
94 0,016 987 17 0,006 138 485 0,000 000 000 000 0,734 56 0,265 44
695 0,015 840 00 0,005 723 000 0,000 000 000 000 0,734 59 0,265 41
96 0,014 790 64 0,005 343 059 0,000 000 000 000 0,734 62 0,265 38
97 0,013 831 32 0,004 995 796 0,000 000 000 000 0,734 65 0,265 35
98 0,012 948 68 0,004 676 404 0,000 000 000 000 0,734 67 0,265 33
99 0,012 129 20 0,004 380 075 0,000 000 000 000 0,734 69 0,265 31
700 0,011 359 16 0,004 102 000 0,000 000 000 000 0,734 69 0,265 31
01 0,010 629 35 0,003 838 453 0,000 000 000 000 0,734 69 0,265 31
02 0,009 938 846 0,003 589 099 0,000 000 000 000 0,734 69 0,265 31
03 0,009 288 422 0,003 354 219 0,000 000 000 000 0,734 69 0,265 31
04 0,008 678 854 0,003 134 093 0,000 000 000 000 0,734 69 0,265 31
705 0,008 110 916 0,002 929 000 0,000 000 000 000 0,734 69 0,265 31
06 0,007 582 388 0,002 738 139 0,000 000 000 000 0,734 69 0,265 31
07 0,007 088 746 0,002 559 876 0,000 000 000 000 0,734 69 0,265 31
08 0,006 627 313 0,002 393 244 0,000 000 000 000 0,734 69 0,265 31
09 0,006 195 408 0,002 237 275 0,000 000 000 000 0,734 69 0,265 31
710 0,005 790 346 0,002 091 000 0,000 000 000 000 0,734 69 0,265 31
11 0,005 409 826 0,001 953 587 0,000 000 000 000 0,734 69 0,265 31
12 0,005 052 583 0,001 824 580 0,000 000 000 000 0,734 69 0,265 31
13 0,004 717 512 0,001 703 580 0,000 000 000 000 0,734 69 0,265 31
14 0,004 403 507 0,001 590 187 0,000 000 000 000 0,734 69 0,265 31
715 0,004 109 457 0,001 484 000 0,000 000 000 000 0,734 69 0,265 31
16 0,003 833 913 0,001 384 496 0,000 000 000 000 0,734 69 0,265 31
17 0,003 575 748 0,001 291 268 0,000 000 000 000 0,734 69 0,265 31
18 0,003 334 342 0,001 204 092 0,000 000 000 000 0,734 69 0,265 31
19 0,003 109 075 0,001 122 744 0,000 000 000 000 0,734 69 0,265 31
720 0,002 899 327 0,001 047 000 0,000 000 000 000 0,734 69 0,265 31 0,000 00
21 0,002 704 348 0,000 976 589 6 0,000 000 000 000 0,734 69 0,265 31
22 0,002 523 020 0,000 911 108 8 0,000 000 000 000 0,734 69 0,265 31
23 0,002 354 168 0,000 850 133 2 0,000 000 000 000 0,734 69 0,265 31
24 0,002 196 616 0,000 793 238 4 0,000 000 000 000 0,734 69 0,265 31
725 0,002 049 190 0,000 740 000 0 0,000 000 000 000 0,734 69 0,265 31
26 0,001 910 960 0,000 690 082 7 0,000 000 000 000 0,734 69 0,265 31
27 0,001 781 438 0,000 643 310 0 0,000 000 000 000 0,734 69 0,265 31
28 0,001 660 110 0,000 599 496 0 0,000 000 000 000 0,734 69 0,265 31
29 0,001 546 459 0,000 558 454 7 0,000 000 000 000 0,734 69 0,265 31
730 0,001 439 971 0,000 520 000 0 0,000 000 000 000 0,734 69 0,265 31
31 0,001 340 042 0,000 483 913 6 0,000 000 000 000 0,734 69 0,265 31
32 0,001 246 275 0,000 450 052 8 0,000 000 000 000 0,734 69 0,265 31
33 0,001 158 471 0,000 418 345 2 0,000 000 000 000 0,734 69 0,265 31
34 0,001 076 430 0,000 388 718 4 0,000 000 000 000 0,734 69 0,265 31
735 0,000 999 949 3 0,000 361 100 0 0,000 000 000 000 0,734 69 0,265 31
36 0,000 928 735 8 0,000 335 383 5 0,000 000 000 000 0,734 69 0,265 31
37 0,000 862 433 2 0,000 311 440 4 0,000 000 000 000 0,734 69 0,265 31
38 0,000 800 750 3 0,000 289 165 6 0,000 000 000 000 0,734 69 0,265 31
39 0,000 743 396 0 0,000 268 453 9 0,000 000 000 000 0,734 69 0,265 31
740 0,000 690 078 6 0,000 249 200 0 0,000 000 000 000 0,734 69 0,265 31
41 0,000 640 515 6 0,000 231 301 9 0,000 000 000 000 0,734 69 0,265 31
42 0,000 594 502 1 0,000 214 685 6 0,000 000 000 000 0,734 69 0,265 31
43 0,000 551 864 6 0,000 199 288 4 0,000 000 000 000 0,734 69 0,265 31
44 0,000 512 429 0 0,000 185 047 5 0,000 000 000 000 0,734 69 0,265 31
745 0,000 476 021 3 0,000 171 900 0 0,000 000 000 000 0,734 69 0,265 31
46 0,000 442 453 6 0,000 159 778 1 0,000 000 000 000 0,734 69 0,265 31
47 0,000 411 511 7 0,000 148 604 4 0,000 000 000 000 0,734 69 0,265 31
48 0,000 382 981 4 0,000 138 301 6 0,000 000 000 000 0,734 69 0,265 31
49 0,000 356 649 1 0,000 128 792 5 0,000 000 000 000 0,734 69 0,265 31
750 0,000 332 301 1 0,000 120 000 0 0,000 000 000 000 0,734 69 0,265 31
51 0,000 309 758 6 0,000 111 859 5 0,000 000 000 000 0,734 69 0,265 31
52 0,000 288 887 1 0,000 104 322 4 0,000 000 000 000 0,734 69 0,265 31
53 0,000 269 539 4 0,000 097 335 60 0,000 000 000 000 0,734 69 0,265 31
54 0,000 251 568 2 0,000 090 845 87 0,000 000 000 000 0,734 69 0,265 31
755 0,000 234 826 1 0,000 084 800 00 0,000 000 000 000 0,734 69 0,265 31
56 0,000 219 171 0 0,000 079 146 67 0,000 000 000 000 0,734 69 0,265 31
57 0,000 204 525 8 0,000 073 858 00 0,000 000 000 000 0,734 69 0,265 31
58 0,000 190 840 5 0,000 068 916 00 0,000 000 000 000 0,734 69 0,265 31
59 0,000 178 065 4 0,000 064 302 67 0,000 000 000 000 0,734 69 0,265 31
760 0,000 166 150 5 0,000 060 000 00 0,000 000 000 000 0,734 69 0,265 31
61 0,000 155 023 6 0,000 055 981 87 0,000 000 000 000 0,734 69 0,265 31
62 0,000 144 621 9 0,000 052 225 60 0,000 000 000 000 0,734 69 0,265 31
63 0,000 134 909 8 0,000 048 718 40 0,000 000 000 000 0,734 69 0,265 31
64 0,000 125 852 0 0,000 045 447 47 0,000 000 000 000 0,734 69 0,265 31
765 0,000 117 413 0 0,000 042 400 00 0,000 000 000 000 0,734 69 0,265 31 0,000 00
66 0,000 109 551 5 0,000 039 561 04 0,000 000 000 000 0,734 69 0,265 31
67 0,000 102 224 5 0,000 036 915 12 0,000 000 000 000 0,734 69 0,265 31
68 0,000 095 394 45 0,000 034 448 68 0,000 000 000 000 0,734 69 0,265 31
69 0,000 089 023 90 0,000 032 148 16 0,000 000 000 000 0,734 69 0,265 31
770 0,000 083 075 27 0,000 030 000 00 0,000 000 000 000 0,734 69 0,265 31
71 0,000 077 512 69 0,000 027 991 25 0,000 000 000 000 0,734 69 0,265 31
72 0,000 072 313 04 0,000 026 113 56 0,000 000 000 000 0,734 69 0,265 31
73 0,000 067 457 78 0,000 024 360 24 0,000 000 000 000 0,734 69 0,265 31
74 0,000 062 928 44 0,000 022 724 61 0,000 000 000 000 0,734 69 0,265 31
775 0,000 058 706 52 0,000 021 200 00 0,000 000 000 000 0,734 69 0,265 31
76 0,000 054 770 28 0,000 019 778 55 0,000 000 000 000 0,734 69 0,265 31
77 0,000 051 099 18 0,000 018 452 85 0,000 000 000 000 0,734 69 0,265 31
78 0,000 047 676 54 0,000 017 216 87 0,000 000 000 000 0,734 69 0,265 31
79 0,000 044 485 67 0,000 016 064 59 0,000 000 000 000 0,734 69 0,265 31
780 0,000 041 509 94 0,000 014 990 00 0,000 000 000 000 0,734 69 0,265 31
81 0,000 038 733 24 0,000 013 987 28 0,000 000 000 000 0,734 69 0,265 31
82 0,000 036 142 03 0,000 013 051 55 0,000 000 000 000 0,734 69 0,265 31
83 0,000 033 723 52 0,000 012 178 18 0,000 000 000 000 0,734 69 0,265 31
84 0,000 031 464 87 0,000 011 362 54 0,000 000 000 000 0,734 69 0,265 31
785 0,000 029 353 26 0,000 010 600 00 0,000 000 000 000 0,734 69 0,265 31
86 0,000 027 375 73 0,000 009 885 877 0,000 000 000 000 0,734 69 0,265 31
87 0,000 025 524 33 0,000 009 217 304 0,000 000 000 000 0,734 69 0,265 31
88 0,000 023 793 76 0,000 008 592 362 0,000 000 000 000 0,734 69 0,265 31
89 0,000 022 178 70 0,000 008 009 133 0,000 000 000 000 0,734 69 0,265 31
790 0,000 020 673 83 0,000 007 465 700 0,000 000 000 000 0,734 69 0,265 31
91 0,000 019 272 26 0,000 006 959 567 0,000 000 000 000 0,734 69 0,265 31
92 0,000 017 966 40 0,000 006 487 995 0,000 000 000 000 0,734 69 0,265 31
93 0,000 016 749 91 0,000 006 048 699 0,000 000 000 000 0,734 69 0,265 31
94 0,000 015 616 48 0,000 005 639 396 0,000 000 000 000 0,734 69 0,265 31
795 0,000 014 559 77 0,000 005 257 800 0,000 000 000 000 0,734 69 0,265 31
96 0,000 013 573 87 0,000 004 901 771 0,000 000 000 000 0,734 69 0,265 31
97 0,000 012 654 36 0,000 004 569 720 0,000 000 000 000 0,734 69 0,265 31
98 0,000 011 797 23 0,000 004 260 194 0,000 000 000 000 0,734 69 0,265 31
99 0,000 010 998 44 0,000 003 971 739 0,000 000 000 000 0,734 69 0,265 31
800 0,000 010 253 98 0,000 003 702 900 0,000 000 000 000 0,734 69 0,265 31
01 0,000 009 559 646 0,000 003 452 163 0,000 000 000 000 0,734 69 0,265 31
02 0,000 008 912 044 0,000 003 218 302 0,000 000 000 000 0,734 69 0,265 31
03 0,000 008 308 358 0,000 003 000 300 0,000 000 000 000 0,734 69 0,265 31
04 0,000 007 745 769 0,000 002 797 139 0,000 000 000 000 0,734 69 0,265 31
805 0,000 007 221 456 0,000 002 607 800 0,000 000 000 000 0,734 69 0,265 31
06 0,000 006 732 475 0,000 002 431 220 0,000 000 000 000 0,734 69 0,265 31
07 0,000 006 276 423 0,000 002 266 531 0,000 000 000 000 0,734 69 0,265 31
08 0,000 005 851 304 0,000 002 113 013 0,000 000 000 000 0,734 69 0,265 31
09 0,000 005 455 118 0,000 001 969 943 0,000 000 000 000 0,734 69 0,265 31
810 0,000 005 085 868 0,000 001 836 600 0,000 000 000 000 0,734 69 0,265 31 0,000 00
11 0,000 004 741 466 0,000 001 712 230 0,000 000 000 000 0,734 69 0,265 31
12 0,000 004 420 236 0,000 001 596 228 0,000 000 000 000 0,734 69 0,265 31
13 0,000 004 120 783 0,000 001 488 090 0,000 000 000 000 0,734 69 0,265 31
14 0,000 003 841 716 0,000 001 387 314 0,000 000 000 000 0,734 69 0,265 31
815 0,000 003 581 652 0,000 001 293 400 0,000 000 000 000 0,734 69 0,265 31
16 0,000 003 339 127 0,000 001 205 820 0,000 000 000 000 0,734 69 0,265 31
17 0,000 003 112 949 0,000 001 124 143 0,000 000 000 000 0,734 69 0,265 31
18 0,000 002 902 121 0,000 001 048 009 0,000 000 000 000 0,734 69 0,265 31
19 0,000 002 705 645 0,000 000 977 057 8 0,000 000 000 000 0,734 69 0,265 31
820 0,000 002 522 525 0,000 000 910 930 0 0,000 000 000 000 0,734 69 0,265 31
21 0,000 002 351 726 0,000 000 849 251 3 0,000 000 000 000 0,734 69 0,265 31
22 0,000 002 192 415 0,000 000 791 721 2 0,000 000 000 000 0,734 69 0,265 31
23 0,000 002 043 902 0,000 000 738 090 4 0,000 000 000 000 0,734 69 0,265 31
24 0,000 001 905 497 0,000 000 688 109 8 0,000 000 000 000 0,734 69 0,265 31
825 0,000 001 776 509 0,000 000 641 530 0 0,000 000 000 000 0,734 69 0,265 31
26 0,000 001 656 215 0,000 000 598 089 5 0,000 000 000 000 0,734 69 0,265 31
27 0,000 001 544 022 0,000 000 557 574 6 0,000 000 000 000 0,734 69 0,265 31
28 0,000 001 439 440 0,000 000 519 808 0 0,000 000 000 000 0,734 69 0,265 31
29 0,000 001 341 977 0,000 000 484 612 3 0,000 000 000 000 0,734 69 0,265 31
830 0,000 001 251 141 0,000 000 451 810 0 0,000 000 000 000 0,734 69 0,265 31
